#label	HHS_region	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_display_name	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	biosample_acc	collected_by	collection_date	complete_fl	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	outbreak	sample_name	scientific_name	serovar	species_taxid	sra_center	sra_release_date	strain	sub_species	target_acc	target_creation_date	tax-id	wgs_acc_prefix	wgs_master_acc
PDT000078409.1|SAMEA1401259|GCA_001233545.1|Campylobacter jejuni||not known|OXC6569|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233545.1	7213_3#26	Contig	182458	1635280	20	NULL	Generic	PRJEB2075	SAMEA1401259	NULL	2011	1	2079458	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6569	NULL	PDT000078409.1	2015-08-05	197	CUTI	CUTI00000000.1
PDT000078410.1|SAMEA1010484|GCA_001233585.1|Campylobacter jejuni||not known|OXC6330|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233585.1	7038_3#80	Contig	243291	1607536	13	NULL	Generic	PRJEB2075	SAMEA1010484	NULL	2011	1	2079498	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6330	NULL	PDT000078410.1	2015-08-05	197	CUKP	CUKP00000000.1
PDT000078411.1|SAMEA1010435|GCA_001233625.1|Campylobacter jejuni||not known|OXC6264|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233625.1	7038_3#15	Contig	200661	1681171	18	NULL	Generic	PRJEB2075	SAMEA1010435	NULL	2011	1	2079538	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6264	NULL	PDT000078411.1	2015-08-05	197	CUHV	CUHV00000000.1
PDT000078412.1|SAMEA1010307|GCA_001233645.1|Campylobacter jejuni||not known|OXC6350|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233645.1	7065_7#4	Contig	283361	1627524	15	NULL	Generic	PRJEB2075	SAMEA1010307	NULL	2011	1	2079558	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6350	NULL	PDT000078412.1	2015-08-05	197	CUMO	CUMO00000000.1
PDT000078413.1|SAMEA1010608|GCA_001233665.1|Campylobacter jejuni||not known|OXC6390|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233665.1	7065_7#44	Contig	286145	1681499	18	NULL	Generic	PRJEB2075	SAMEA1010608	NULL	2011	1	2079578	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6390	NULL	PDT000078413.1	2015-08-05	197	CUMT	CUMT00000000.1
PDT000078414.1|SAMEA1010440|GCA_001233685.1|Campylobacter jejuni||not known|OXC6531|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233685.1	7092_1#84	Contig	212595	1667473	24	NULL	Generic	PRJEB2075	SAMEA1010440	NULL	2011	1	2079598	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6531	NULL	PDT000078414.1	2015-08-05	197	CUSC	CUSC00000000.1
PDT000078415.1|SAMEA1401549|GCA_001233745.1|Campylobacter jejuni||not known|OXC6604|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233745.1	7213_3#61	Contig	186417	1701827	20	NULL	Generic	PRJEB2075	SAMEA1401549	NULL	2011	1	2079658	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6604	NULL	PDT000078415.1	2015-08-05	197	CUUT	CUUT00000000.1
PDT000078416.1|SAMEA1010629|GCA_001233765.1|Campylobacter jejuni||not known|OXC6314|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233765.1	7038_3#64	Contig	165270	1609770	19	NULL	Generic	PRJEB2075	SAMEA1010629	NULL	2011	1	2079678	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6314	NULL	PDT000078416.1	2015-08-05	197	CUJX	CUJX00000000.1
PDT000078417.1|SAMEA1401638|GCA_001233805.1|Campylobacter jejuni||not known|OXC6584|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233805.1	7213_3#41	Contig	211801	1813232	28	NULL	Generic	PRJEB2075	SAMEA1401638	NULL	2011	1	2079718	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6584	NULL	PDT000078417.1	2015-08-05	197	CUTZ	CUTZ00000000.1
PDT000078418.1|SAMEA1010564|GCA_001233905.1|Campylobacter jejuni||not known|OXC6294|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233905.1	7038_3#44	Contig	184092	1608300	13	NULL	Generic	PRJEB2075	SAMEA1010564	NULL	2011	1	2079818	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6294	NULL	PDT000078418.1	2015-08-05	197	CUJB	CUJB00000000.1
PDT000078419.1|SAMEA1010356|GCA_001233965.1|Campylobacter jejuni||not known|OXC6251|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233965.1	7038_3#2	Contig	348404	1657699	16	NULL	Generic	PRJEB2075	SAMEA1010356	NULL	2011	1	2079878	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6251	NULL	PDT000078419.1	2015-08-05	197	CUIA	CUIA00000000.1
PDT000078420.1|SAMEA1400950|GCA_001233985.1|Campylobacter jejuni||not known|OXC6599|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001233985.1	7213_3#56	Contig	868904	1623979	13	NULL	Generic	PRJEB2075	SAMEA1400950	NULL	2011	1	2079898	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6599	NULL	PDT000078420.1	2015-08-05	197	CUUM	CUUM00000000.1
PDT000078421.1|SAMEA1010276|GCA_001234065.1|Campylobacter jejuni||not known|OXC6288|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234065.1	7038_3#38	Contig	204434	1736006	30	NULL	Generic	PRJEB2075	SAMEA1010276	NULL	2011	1	2079978	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6288	NULL	PDT000078421.1	2015-08-05	197	CUIT	CUIT00000000.1
PDT000078422.1|SAMEA1010603|GCA_001234085.1|Campylobacter jejuni||not known|OXC6339|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234085.1	7038_3#89	Contig	238805	1610234	14	NULL	Generic	PRJEB2075	SAMEA1010603	NULL	2011	1	2079998	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6339	NULL	PDT000078422.1	2015-08-05	197	CUKY	CUKY00000000.1
PDT000078423.1|SAMEA1010527|GCA_001234145.1|Campylobacter jejuni||not known|OXC6292|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234145.1	7038_3#42	Contig	162223	1675483	19	NULL	Generic	PRJEB2075	SAMEA1010527	NULL	2011	1	2080058	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6292	NULL	PDT000078423.1	2015-08-05	197	CUIZ	CUIZ00000000.1
PDT000078424.1|SAMEA1401189|GCA_001234165.1|Campylobacter jejuni||not known|OXC6612|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234165.1	7213_3#68	Contig	231264	1731524	16	NULL	Generic	PRJEB2075	SAMEA1401189	NULL	2011	1	2080078	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6612	NULL	PDT000078424.1	2015-08-05	197	CUUX	CUUX00000000.1
PDT000078425.1|SAMEA1010622|GCA_001234225.1|Campylobacter jejuni||not known|OXC6285|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234225.1	7038_3#35	Contig	154449	1658750	18	NULL	Generic	PRJEB2075	SAMEA1010622	NULL	2011	1	2080138	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6285	NULL	PDT000078425.1	2015-08-05	197	CUIQ	CUIQ00000000.1
PDT000078426.1|SAMEA1400996|GCA_001234285.1|Campylobacter jejuni||not known|OXC6565|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234285.1	7213_3#22	Contig	155868	1662824	20	NULL	Generic	PRJEB2075	SAMEA1400996	NULL	2011	1	2080198	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6565	NULL	PDT000078426.1	2015-08-05	197	CUTE	CUTE00000000.1
PDT000078427.1|SAMEA1010332|GCA_001234305.1|Campylobacter jejuni||not known|OXC6322|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234305.1	7038_3#72	Contig	254054	1801104	20	NULL	Generic	PRJEB2075	SAMEA1010332	NULL	2011	1	2080218	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6322	NULL	PDT000078427.1	2015-08-05	197	CUKF	CUKF00000000.1
PDT000078428.1|SAMEA1401147|GCA_001234325.1|Campylobacter jejuni||not known|OXC6561|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234325.1	7213_3#18	Contig	196300	1685919	21	NULL	Generic	PRJEB2075	SAMEA1401147	NULL	2011	1	2080238	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6561	NULL	PDT000078428.1	2015-08-05	197	CUSZ	CUSZ00000000.1
PDT000078429.1|SAMEA1401322|GCA_001234425.1|Campylobacter jejuni||not known|OXC6639|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234425.1	7213_3#94	Contig	257849	1649423	21	NULL	Generic	PRJEB2075	SAMEA1401322	NULL	2011	1	2080338	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6639	NULL	PDT000078429.1	2015-08-05	197	CUVZ	CUVZ00000000.1
PDT000078430.1|SAMEA1010402|GCA_001234505.1|Campylobacter jejuni||not known|OXC6261|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234505.1	7038_3#12	Contig	335059	1619357	15	NULL	Generic	PRJEB2075	SAMEA1010402	NULL	2011	1	2080418	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6261	NULL	PDT000078430.1	2015-08-05	197	CUHS	CUHS00000000.1
PDT000078431.1|SAMEA1010585|GCA_001234565.1|Campylobacter jejuni||not known|OXC6316|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234565.1	7038_3#66	Contig	331334	1708669	11	NULL	Generic	PRJEB2075	SAMEA1010585	NULL	2011	1	2080478	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6316	NULL	PDT000078431.1	2015-08-05	197	CUJZ	CUJZ00000000.1
PDT000078432.1|SAMEA1010645|GCA_001234605.1|Campylobacter jejuni||not known|OXC6467|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234605.1	7092_1#20	Contig	208534	1733589	18	NULL	Generic	PRJEB2075	SAMEA1010645	NULL	2011	1	2080518	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6467	NULL	PDT000078432.1	2015-08-05	197	CUPK	CUPK00000000.1
PDT000078433.1|SAMEA1010649|GCA_001234665.1|Campylobacter jejuni||not known|OXC6283|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234665.1	7038_3#33	Contig	455279	1651162	6	NULL	Generic	PRJEB2075	SAMEA1010649	NULL	2011	1	2080578	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6283	NULL	PDT000078433.1	2015-08-05	197	CUIN	CUIN00000000.1
PDT000078434.1|SAMEA1010572|GCA_001234685.1|Campylobacter jejuni||not known|OXC6413|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234685.1	7065_7#65	Contig	160947	1665486	16	NULL	Generic	PRJEB2075	SAMEA1010572	NULL	2011	1	2080598	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6413	NULL	PDT000078434.1	2015-08-05	197	CUNQ	CUNQ00000000.1
PDT000078435.1|SAMEA1010294|GCA_001234745.1|Campylobacter jejuni||not known|OXC6427|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234745.1	7065_7#79	Contig	181256	1763275	26	NULL	Generic	PRJEB2075	SAMEA1010294	NULL	2011	1	2080658	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6427	NULL	PDT000078435.1	2015-08-05	197	CUOE	CUOE00000000.1
PDT000078436.1|SAMEA1010368|GCA_001234825.1|Campylobacter jejuni||not known|OXC6482|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234825.1	7092_1#35	Contig	215788	1684090	24	NULL	Generic	PRJEB2075	SAMEA1010368	NULL	2011	1	2080738	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6482	NULL	PDT000078436.1	2015-08-05	197	CUPZ	CUPZ00000000.1
PDT000078437.1|SAMEA1010382|GCA_001234865.1|Campylobacter jejuni||not known|OXC6268|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234865.1	7038_3#19	Contig	560222	1690077	8	NULL	Generic	PRJEB2075	SAMEA1010382	NULL	2011	1	2080778	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6268	NULL	PDT000078437.1	2015-08-05	197	CUHZ	CUHZ00000000.1
PDT000078438.1|SAMEA1010348|GCA_001234885.1|Campylobacter jejuni||not known|OXC6407|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234885.1	7065_7#59	Contig	299423	1606321	11	NULL	Generic	PRJEB2075	SAMEA1010348	NULL	2011	1	2080798	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6407	NULL	PDT000078438.1	2015-08-05	197	CUNJ	CUNJ00000000.1
PDT000078439.1|SAMEA1010568|GCA_001234945.1|Campylobacter jejuni||not known|OXC6541|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234945.1	7092_1#94	Contig	206338	1718799	26	NULL	Generic	PRJEB2075	SAMEA1010568	NULL	2011	1	2080858	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6541	NULL	PDT000078439.1	2015-08-05	197	CUSN	CUSN00000000.1
PDT000078440.1|SAMEA1400999|GCA_001234965.1|Campylobacter jejuni||not known|OXC6589|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001234965.1	7213_3#46	Contig	80368	1864353	127	NULL	Generic	PRJEB2075	SAMEA1400999	NULL	2011	1	2080878	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6589	NULL	PDT000078440.1	2015-08-05	197	CUUD	CUUD00000000.1
PDT000078441.1|SAMEA1400795|GCA_001235005.1|Campylobacter jejuni||not known|OXC6627|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235005.1	7213_3#82	Contig	334853	1705105	22	NULL	Generic	PRJEB2075	SAMEA1400795	NULL	2011	1	2080918	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6627	NULL	PDT000078441.1	2015-08-05	197	CUVN	CUVN00000000.1
PDT000078442.1|SAMEA1401429|GCA_001235045.1|Campylobacter jejuni||not known|OXC6556|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235045.1	7213_3#13	Contig	162144	1692122	21	NULL	Generic	PRJEB2075	SAMEA1401429	NULL	2011	1	2080958	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6556	NULL	PDT000078442.1	2015-08-05	197	CUSU	CUSU00000000.1
PDT000078443.1|SAMEA1010545|GCA_001235065.1|Campylobacter jejuni||not known|OXC6291|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235065.1	7038_3#41	Contig	217636	1732871	17	NULL	Generic	PRJEB2075	SAMEA1010545	NULL	2011	1	2080978	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6291	NULL	PDT000078443.1	2015-08-05	197	CUIW	CUIW00000000.1
PDT000078444.1|SAMEA1010633|GCA_001235125.1|Campylobacter jejuni||not known|OXC6505|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235125.1	7092_1#58	Contig	186380	1674101	19	NULL	Generic	PRJEB2075	SAMEA1010633	NULL	2011	1	2081038	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6505	NULL	PDT000078444.1	2015-08-05	197	CUQZ	CUQZ00000000.1
PDT000078445.1|SAMEA1010556|GCA_001235145.1|Campylobacter jejuni||not known|OXC6318|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235145.1	7038_3#68	Contig	382305	1715812	17	NULL	Generic	PRJEB2075	SAMEA1010556	NULL	2011	1	2081058	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6318	NULL	PDT000078445.1	2015-08-05	197	CUJY	CUJY00000000.1
PDT000078446.1|SAMEA1010419|GCA_001235165.1|Campylobacter jejuni||not known|OXC6423|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235165.1	7065_7#75	Contig	207028	1709293	21	NULL	Generic	PRJEB2075	SAMEA1010419	NULL	2011	1	2081078	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6423	NULL	PDT000078446.1	2015-08-05	197	CUOC	CUOC00000000.1
PDT000078447.1|SAMEA1010652|GCA_001235245.1|Campylobacter jejuni||not known|OXC6465|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235245.1	7092_1#18	Contig	129794	1701172	24	NULL	Generic	PRJEB2075	SAMEA1010652	NULL	2011	1	2081158	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6465	NULL	PDT000078447.1	2015-08-05	197	CUPH	CUPH00000000.1
PDT000078448.1|SAMEA1010555|GCA_001235365.1|Campylobacter jejuni||not known|OXC6540|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235365.1	7092_1#93	Contig	244603	1631165	14	NULL	Generic	PRJEB2075	SAMEA1010555	NULL	2011	1	2081278	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6540	NULL	PDT000078448.1	2015-08-05	197	CUSM	CUSM00000000.1
PDT000078449.1|SAMEA1010469|GCA_001235565.1|Campylobacter jejuni||not known|OXC6510|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235565.1	7092_1#63	Contig	225574	1593701	11	NULL	Generic	PRJEB2075	SAMEA1010469	NULL	2011	1	2081478	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6510	NULL	PDT000078449.1	2015-08-05	197	CURE	CURE00000000.1
PDT000078450.1|SAMEA1401309|GCA_001235585.1|Campylobacter jejuni||not known|OXC6547|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235585.1	7213_3#4	Contig	407272	1642109	16	NULL	Generic	PRJEB2075	SAMEA1401309	NULL	2011	1	2081498	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6547	NULL	PDT000078450.1	2015-08-05	197	CUTX	CUTX00000000.1
PDT000078451.1|SAMEA1010393|GCA_001235625.1|Campylobacter jejuni||not known|OXC6480|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235625.1	7092_1#33	Contig	286343	1570722	10	NULL	Generic	PRJEB2075	SAMEA1010393	NULL	2011	1	2081538	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6480	NULL	PDT000078451.1	2015-08-05	197	CUQA	CUQA00000000.1
PDT000078452.1|SAMEA1010311|GCA_001235765.1|Campylobacter jejuni||not known|OXC6410|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235765.1	7065_7#62	Contig	224000	1751875	34	NULL	Generic	PRJEB2075	SAMEA1010311	NULL	2011	1	2081678	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6410	NULL	PDT000078452.1	2015-08-05	197	CUNN	CUNN00000000.1
PDT000078453.1|SAMEA1010495|GCA_001235825.1|Campylobacter jejuni||not known|OXC6344|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235825.1	7038_3#94	Contig	213086	1681158	17	NULL	Generic	PRJEB2075	SAMEA1010495	NULL	2011	1	2081738	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6344	NULL	PDT000078453.1	2015-08-05	197	CULE	CULE00000000.1
PDT000078454.1|SAMEA1010554|GCA_001235925.1|Campylobacter jejuni||not known|OXC6499|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235925.1	7092_1#52	Contig	217646	1733521	14	NULL	Generic	PRJEB2075	SAMEA1010554	NULL	2011	1	2081838	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6499	NULL	PDT000078454.1	2015-08-05	197	CUQS	CUQS00000000.1
PDT000078455.1|SAMEA1010607|GCA_001235965.1|Campylobacter jejuni||not known|OXC6317|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235965.1	7038_3#67	Contig	212929	1828004	30	NULL	Generic	PRJEB2075	SAMEA1010607	NULL	2011	1	2081878	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6317	NULL	PDT000078455.1	2015-08-05	197	CUKB	CUKB00000000.1
PDT000078456.1|SAMEA1401556|GCA_001235985.1|Campylobacter jejuni||not known|OXC6548|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001235985.1	7213_3#5	Contig	159865	1659444	28	NULL	Generic	PRJEB2075	SAMEA1401556	NULL	2011	1	2081898	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6548	NULL	PDT000078456.1	2015-08-05	197	CUUH	CUUH00000000.1
PDT000078457.1|SAMEA1010431|GCA_001236085.1|Campylobacter jejuni||not known|OXC6357|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001236085.1	7065_7#11	Contig	324094	1638988	14	NULL	Generic	PRJEB2075	SAMEA1010431	NULL	2011	1	2081998	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6357	NULL	PDT000078457.1	2015-08-05	197	CULJ	CULJ00000000.1
PDT000078458.1|SAMEA1010520|GCA_001236105.1|Campylobacter jejuni||not known|OXC6255|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001236105.1	7038_3#6	Contig	160448	1700263	16	NULL	Generic	PRJEB2075	SAMEA1010520	NULL	2011	1	2082018	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6255	NULL	PDT000078458.1	2015-08-05	197	CUJS	CUJS00000000.1
PDT000078459.1|SAMEA1401441|GCA_001236125.1|Campylobacter jejuni||not known|OXC6557|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001236125.1	7213_3#14	Contig	341701	1728602	22	NULL	Generic	PRJEB2075	SAMEA1401441	NULL	2011	1	2082038	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6557	NULL	PDT000078459.1	2015-08-05	197	CUSW	CUSW00000000.1
PDT000078460.1|SAMEA1401387|GCA_001236165.1|Campylobacter jejuni||not known|OXC6613|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001236165.1	7213_3#69	Contig	159858	1726021	23	NULL	Generic	PRJEB2075	SAMEA1401387	NULL	2011	1	2082078	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6613	NULL	PDT000078460.1	2015-08-05	197	CUUY	CUUY00000000.1
PDT000078461.1|SAMEA1401335|GCA_001236205.1|Campylobacter jejuni||not known|OXC6544|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001236205.1	7213_3#1	Contig	193278	1731231	24	NULL	Generic	PRJEB2075	SAMEA1401335	NULL	2011	1	2082118	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6544	NULL	PDT000078461.1	2015-08-05	197	CUSS	CUSS00000000.1
PDT000078462.1|SAMEA1010515|GCA_001236225.1|Campylobacter jejuni||not known|OXC6457|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001236225.1	7092_1#10	Contig	161514	1730021	21	NULL	Generic	PRJEB2075	SAMEA1010515	NULL	2011	1	2082138	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6457	NULL	PDT000078462.1	2015-08-05	197	CUOZ	CUOZ00000000.1
PDT000078463.1|SAMEA1010610|GCA_001236305.1|Campylobacter jejuni||not known|OXC6517|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001236305.1	7092_1#70	Contig	308580	1706356	17	NULL	Generic	PRJEB2075	SAMEA1010610	NULL	2011	1	2082218	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6517	NULL	PDT000078463.1	2015-08-05	197	CURL	CURL00000000.1
PDT000078464.1|SAMEA1010329|GCA_001236325.1|Campylobacter jejuni||not known|OXC6273|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001236325.1	7038_3#24	Contig	255602	1654646	20	NULL	Generic	PRJEB2075	SAMEA1010329	NULL	2011	1	2082238	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6273	NULL	PDT000078464.1	2015-08-05	197	CUIF	CUIF00000000.1
PDT000078465.1|SAMEA1010523|GCA_001236345.1|Campylobacter jejuni||not known|OXC6524|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001236345.1	7092_1#77	Contig	188160	1666245	16	NULL	Generic	PRJEB2075	SAMEA1010523	NULL	2011	1	2082258	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6524	NULL	PDT000078465.1	2015-08-05	197	CURU	CURU00000000.1
